filter_i,filter_j,corr_CTCF,corr_B2CTCF,corr_B2noCTCF,diff_B2CTCF_vs_CTCF,diff_B2CTCF_vs_B2no,diff_CTCF_vs_B2no
0,17,-0.019550202026831564,-0.18109438305643602,-0.14756603044211022,-0.16154418102960447,-0.033528352614325796,0.12801582841527867
0,18,-0.006829117248444733,0.026809109148074436,-0.0849716735036527,0.03363822639651917,0.11178078265172714,0.07814255625520797
0,19,0.024723145137665582,-0.14151419887563702,-0.12346739081923878,-0.1662373440133026,-0.01804680805639823,0.14819053595690437
0,20,0.03180689266669247,-0.013692862732395549,-0.0965909721038457,-0.045499755399088015,0.08289810937145015,0.12839786477053816
0,21,0.05377174707763857,-0.09643452833651393,0.012115474171360144,-0.1502062754141525,-0.10855000250787408,0.04165627290627843
0,22,0.03380035393190825,0.09725370925557204,0.037092053428097724,0.0634533553236638,0.06016165582747432,-0.0032916994961894736
0,23,0.004955232625545334,0.05932481772290203,-0.06765700958850884,0.0543695850973567,0.1269818273114109,0.07261224221405417
0,24,-0.02649430933556039,0.060323533421237086,0.048807009359279535,0.08681784275679748,0.01151652406195755,-0.07530131869483993
0,25,0.020835715603255558,-0.10136405368438166,-0.1256703537082689,-0.12219976928763722,0.024306300023887242,0.14650606931152446
0,26,0.027640846021366267,0.14206280631500706,-0.00843151947836416,0.1144219602936408,0.15049432579337121,0.036072365499730426
0,27,0.08805327235313805,-0.03699331243964765,-0.08394416104965194,-0.1250465847927857,0.04695084861000429,0.17199743340279
0,28,-0.005884050357763671,-0.09474142471434269,-0.05644877768412033,-0.08885737435657902,-0.03829264703022236,0.050564727326356654
0,29,-0.02063383478444381,0.10793422382454886,-0.05426237077594445,0.12856805860899267,0.1621965946004933,0.03362853599150065
0,30,-0.0878497124976474,-0.05492978140281475,-0.1252765268097134,0.032919931094832655,0.07034674540689866,0.037426814312066
0,31,-0.02191987240482656,-0.061649822583772766,-0.07096320145615938,-0.039729950178946205,0.009313378872386611,0.04904332905133282
0,32,0.022428538914324298,0.14795525589840888,0.08561228959529461,0.12552671698408457,0.06234296630311427,-0.06318375068097032
0,33,-0.0018164338902976638,-0.10797608898448206,-0.11249257457705536,-0.1061596550941844,0.004516485592573297,0.1106761406867577
0,34,0.003166977453011462,-0.09649104634334825,-0.1533066040624572,-0.09965802379635971,0.05681555771910894,0.15647358151546864
0,35,-0.08820063047781641,0.03971287085377847,-0.12714882281165385,0.12791350133159488,0.16686169366543233,0.038948192333837436
0,36,-0.021737174053735573,-0.1246809818490775,-0.07019120511342235,-0.10294380779534193,-0.05448977673565515,0.04845403105968678
0,37,0.04692673913922597,-0.06990328814365522,0.033923046714649435,-0.1168300272828812,-0.10382633485830466,0.013003692424576538
0,38,0.11845785733244309,0.0899821822540982,0.025218717188211972,-0.028475675078344892,0.06476346506588622,0.09323914014423111
0,39,-0.041419636178989604,0.20840998353558512,0.08015146941150997,0.24982961971457474,0.12825851412407516,-0.12157110559049958
0,40,-0.01808864444510478,0.09342847503721713,-0.022460685805617494,0.1115171194823219,0.11588916084283463,0.0043720413605127136
0,41,0.05100090898219697,0.005589070480752398,0.024026887129939233,-0.04541183850144457,-0.018437816649186835,0.026974021852257734
0,42,-0.005008616842857444,-0.08320458618213732,-0.0588303820252538,-0.07819596933927987,-0.024374204156883517,0.053821765182396356
0,43,0.01830712917413946,-0.06001615822698183,-0.05993496659190376,-0.0783232874011213,-8.119163507806781e-05,0.07824209576604323
